"","sample_id","all_x","all_y"
"1","LS-14690_S02_E1-50",30.2755724370639,-12.3035308704906
"2","LS-14690_S03_E1-50",-12.9166137800606,27.8683491798779
"3","LS-14690_S05_E1-50",-13.7384730646915,24.3272733803594
"4","LS-14690_S06_E1-50",-14.7843566729635,35.7111177163808
"5","LS-14690_S07_E1-50",-14.8632429759594,23.5059584010201
"6","LS-14690_S08_E1-50",-14.0441163998268,33.326090363145
"7","LS-14690_S09_E1-50",-13.8054273834563,28.3981359258259
"8","LS-14690_S10_E1-50",-24.0724729461602,-14.8581110543286
"9","LS-14690_S11_E1-50",-3.96436189586283,-11.7812668155394
"10","LS-14690_S12_E1-50",-14.8105738416734,25.5334910010032
"11","LS-14690_S13_E1-50",-13.9207151775673,23.0688819330042
"12","LS-14690_S14_E1-50",-16.1555589583195,37.6186845531018
"13","LS-14690_S15_E1-50",-16.3433621863391,31.1845014223636
"14","LS-14690_S16_E1-50",-2.06186916693869,-26.6955108228675
"15","LS-14690_S17_E1-50",7.57890622614748,36.4927061354817
"16","LS-14690_S18_E1-50",32.6812437983848,9.03977727248265
"17","LS-14690_S19_E1-50",-19.1740895628555,-10.848942419373
"18","LS-14690_S20_E1-50",-5.41167943415649,29.1952492884835
"19","LS-14690_S21_E1-50",-22.1547383600495,-12.8713378753068
"20","LS-14690_S22_E1-50",-25.4361088490029,-18.6074910133307
"21","LS-14690_S23_E1-50",-34.844050838434,-5.12603279557721
"22","LS-14690_S24_E1-50",-20.7714273355106,-13.4975386661998
"23","LS-14690_S25_E1-50",-31.4502964206438,-6.49834691911948
"24","LS-14690_S26_E1-50",6.11653991783545,43.4568218478016
"25","LS-14690_S27_E1-50",42.521721015578,14.8505621225175
"26","LS-14690_S28_E1-50",-12.3012537516913,37.4474709056857
"27","LS-14690_S29_E1-50",-20.8649124130941,-13.5627308520672
"28","LS-14690_S30_E1-50",8.79663393896156,39.0296565633259
"29","LS-14690_S31_E1-50",0.899784948594671,28.2493728810412
"30","LS-14690_S32_E1-50",32.6093169490598,5.8870072350286
"31","LS-14690_S33_E1-50",-17.2569654682032,-8.86725759206582
"32","LS-14690_S34_E1-50",16.4430782106701,-38.0973852627729
"33","LS-14690_S35_E1-50",-29.0910204234324,13.9422159431329
"34","LS-14690_S36_E1-50",14.6874443034687,-37.3591146034193
"35","LS-14690_S37_E1-50",-2.60828792961071,-24.2289588504453
"36","LS-14690_S38_E1-50",-30.1636185081304,12.2723491776514
"37","LS-14690_S39_E1-50",9.8650753539105,36.7971553149685
"38","LS-14690_S40_E1-50",-27.5818206260555,5.6774086084091
"39","LS-14690_S41_E1-50",-38.5063640877887,11.0859640986894
"40","LS-14690_S42_E1-50",-31.9488774676943,15.8291564217794
"41","LS-14690_S43_E1-50",-28.3885197542951,7.36148832782209
"42","LS-14690_S44_E1-50",-37.0632290608426,7.71021512598349
"43","LS-14690_S45_E1-50",42.2447456016955,11.4713228764884
"44","LS-14690_S46_E1-50",16.7704701848274,28.954310233787
"45","LS-14690_S47_E1-50",-28.8714062479356,12.4428217036391
"46","LS-14690_S48_E1-50",-24.8431541187805,10.4232414717817
"47","LS-14690_S57_E1-50",-3.88038725852585,-24.9472341222606
"48","LS-14690_S58_E1-50",-23.2645797945007,-13.6513128446762
"49","LS-14690_S59_E1-50",-15.2835128077353,-31.9121375792983
"50","LS-14690_S60_E1-50",-12.7236390832681,-19.751728180018
"51","LS-14690_S61_E1-50",-37.4156836912278,-20.6323265928604
"52","LS-14690_S62_E1-50",-15.2635582017678,-31.5511246005678
"53","LS-14690_S63_E1-50",1.70700421153768,-28.6303562041243
"54","LS-14690_S64_E1-50",-31.5465402244493,-7.76931979847999
"55","LS-14690_S65_E1-50",-41.105279566847,-18.6583704766804
"56","LS-14690_S66_E1-50",-8.99499426519669,-18.658789118433
"57","LS-14690_S67_E1-50",-19.2519139556295,-8.76556846372758
"58","LS-14690_S68_E1-50",-26.3593808483037,-5.09252479045372
"59","LS-14690_S69_E1-50",-2.58802788333012,-27.1943008815196
"60","LS-14690_S70_E1-50",25.6554294019193,-19.3183686827452
"61","LS-14690_S71_E1-50",-8.63639010887238,-19.3751987802114
"62","LS-14690_S73_E1-50",-30.4928476317136,-5.56701038403354
"63","LS-14690_S74_E1-50",-16.9122684962283,-9.24118674723605
"64","LS-14690_S75_E1-50",1.70570313800118,-28.249302089455
"65","LS-14690_S76_E1-50",-2.46701993518468,-26.4566504365771
"66","LS-14690_S77_E1-50",-35.8140199971974,-3.23326506202723
"67","LS-14690_S78_E1-50",-8.97905754327879,-18.2627764594562
"68","LS-14690_S79_E1-50",-32.4788301746854,-8.65281311834057
"69","LS-14690_S80_E1-50",-9.54005289880979,-20.7379096197039
"70","LS-14690_S81_E1-50",-31.1599761835856,-22.8079467226544
"71","LS-14690_S82_E1-50",3.55403546484855,-31.4998314132032
"72","LS-14690_S83_E1-50",-1.36732167067603,-33.5197371150623
"73","LS-14690_S84_E1-50",-16.4013392809535,-19.8296518553375
"74","LS-14690_S85_E1-50",-15.3481663764012,-31.8237999428767
"75","LS-14690_S86_E1-50",-15.5323554123772,-31.4212588888805
"76","LS-14690_S87_E1-50",-23.1988009785834,-14.1375059877974
"77","LS-14690_S88_E1-50",-13.8648404949952,-30.4227481957341
"78","LS-14690_S89_E1-50",-40.9797547876117,-21.4677043492374
"79","LS-14690_S90_E1-50",-1.11928340212738,-33.7876931847372
"80","LS-14690_S91_E1-50",-1.41401602655931,-32.2740777906107
"81","LS-14690_S92_E1-50",-16.2790553547442,-19.6892006315443
"82","LS-14690_S93_E1-50",-29.5889595196875,-24.7318946154593
"83","LS-14690_S94_E1-50",-16.5243948389422,-30.7089935769737
"84","LS-14690_S95_E1-50",-2.3849879369089,-32.7652254733056
"85","LS-14690_S96_E1-50",3.71281654045517,-31.409415957492
"86","LS-14692_S01_E1-50",2.75273655175882,-10.303963111116
"87","LS-14692_S02_E1-50",-10.4008574162481,37.3618715360416
"88","LS-14692_S03_E1-50",-13.7835313732238,26.7268085887231
"89","LS-14692_S04_E1-50",-15.004361038132,27.7260611431461
"90","LS-14692_S05_E1-50",-15.3941807857563,23.9080255389883
"91","LS-14692_S06_E1-50",-18.3901124816144,32.4325228315145
"92","LS-14692_S07_E1-50",-11.9713651227685,39.2460606537342
"93","LS-14692_S08_E1-50",-13.6138014184961,23.086451656437
"94","LS-14692_S09_E1-50",-13.885669050566,38.6235540265651
"95","LS-14692_S10_E1-50",-14.3917876024571,33.5184629706486
"96","LS-14692_S11_E1-50",-14.249323073068,29.9925642435192
"98","LS-14692_S13_E1-50",-13.5381721097949,37.681332508371
"99","LS-14692_S14_E1-50",-11.855086502132,29.7765707069589
"100","LS-14692_S15_E1-50",-18.6666653219723,32.0635716600897
"101","LS-14692_S16_E1-50",-14.2941934224976,33.4453722070479
"102","LS-14692_S17_E1-50",-23.6549480195466,8.36000983334931
"103","LS-14692_S18_E1-50",9.83218415717832,-1.72749934878905
"104","LS-14692_S19_E1-50",-31.6767576464905,14.600480926006
"105","LS-14692_S20_E1-50",-12.3956332684074,-44.2080224009801
"106","LS-14692_S21_E1-50",-24.3545652458791,13.6991817117684
"107","LS-14692_S22_E1-50",41.9834185504124,11.2524551405061
"108","LS-14692_S23_E1-50",8.84370872110721,35.8833255259476
"109","LS-14692_S24_E1-50",6.60792209951878,41.3628182013469
"110","LS-14692_S33_E1-50",-31.3148720083727,-6.6572136929439
"111","LS-14692_S34_E1-50",-41.180255976444,-19.9810812643318
"112","LS-14692_S35_E1-50",-31.769037871205,-10.5382348774276
"113","LS-14692_S36_E1-50",-15.0731937314562,-31.6428834009421
"114","LS-14692_S37_E1-50",-17.1078431486915,-30.5574795231416
"115","LS-14692_S38_E1-50",1.49160347524612,-28.3144321047887
"116","LS-14692_S39_E1-50",-20.383448641942,-29.0137432086405
"117","LS-14692_S40_E1-50",2.18815658671318,-25.633582890197
"118","LS-14692_S41_E1-50",30.0065025596131,10.4173191226152
"119","LS-14692_S43_E1-50",16.6741550017325,-17.5865592040999
"120","LS-14692_S44_E1-50",9.99133061449585,-3.22390135967559
"121","LS-14692_S45_E1-50",31.7084945017903,-13.7300972018226
"122","LS-14692_S46_E1-50",16.6076046587896,-18.5883479644691
"123","LS-14692_S47_E1-50",27.9417898786925,13.4230825712102
"124","LS-14692_S48_E1-50",-21.4394530634407,-6.88039438666639
"125","LS-14692_S49_E1-50",19.4880296664999,-8.02470374622665
"126","LS-14692_S50_E1-50",17.3053965895174,-10.9784265710691
"127","LS-14692_S51_E1-50",-9.37138922296855,-18.6047948772354
"128","LS-14692_S52_E1-50",15.8020158341575,2.69005562368943
"129","LS-14692_S53_E1-50",17.0460573387348,-10.8392458952277
"130","LS-14692_S54_E1-50",-25.7079122141397,-4.51891069687737
"131","LS-14692_S55_E1-50",3.85589273818589,-27.4481314034824
"132","LS-14692_S57_E1-50",15.7263714810043,0.668880041096782
"133","LS-14692_S58_E1-50",-25.4846174447342,-4.9679513572488
"134","LS-14692_S59_E1-50",11.4576526048387,-14.1687432234704
"135","LS-14692_S60_E1-50",13.7735134818755,-17.6484011328991
"136","LS-14692_S61_E1-50",2.2516047031463,-26.7959450205741
"137","LS-14692_S62_E1-50",-0.0746756757968158,-27.2742539550984
"138","LS-14692_S63_E1-50",34.0899315600251,17.8570451691836
"139","LS-14692_S64_E1-50",31.7415691869951,19.9067872465442
"140","LS-14692_S65_E1-50",-27.074678721992,-2.19265327868746
"141","LS-14692_S66_E1-50",-17.3606748531642,-8.21052080020416
"142","LS-14692_S67_E1-50",20.0902291557224,1.47647949042277
"143","LS-14692_S68_E1-50",27.9349160543366,18.3482961703104
"144","LS-14692_S69_E1-50",-25.7435883838733,-24.2132729081926
"145","LS-14692_S70_E1-50",-25.6342698491469,-4.67548487949716
"146","LS-14692_S71_E1-50",15.9128770068769,4.88018666065045
"147","LS-14692_S72_E1-50",23.8599677789516,4.05899565375211
"148","LS-14692_S73_E1-50",18.2532936655185,-3.35945163171214
"149","LS-14692_S74_E1-50",6.41189350005108,-19.747205782929
"150","LS-14692_S75_E1-50",34.8929652391095,19.2416558382534
"151","LS-14692_S76_E1-50",23.1950309493567,4.66795452405697
"152","LS-14692_S77_E1-50",18.1264546896625,30.0467822824386
"153","LS-14692_S78_E1-50",42.7821327575787,11.5954052799209
"154","LS-14692_S79_E1-50",20.2418894534702,-5.06011092299814
"155","LS-14692_S80_E1-50",-26.25563376217,-32.960840483598
"156","LS-14692_S81_E1-50",-1.33104851936538,-32.9756638721015
"157","LS-14692_S82_E1-50",-25.7119603235768,-27.7690554475622
"158","LS-14692_S83_E1-50",-1.13002806125867,-33.0269584966314
"159","LS-14692_S84_E1-50",-23.0584393824343,-31.8563718697557
"160","LS-14692_S85_E1-50",-4.5553303558123,43.628898195225
"161","LS-14692_S86_E1-50",-6.39271747129079,-34.7742162075524
"162","LS-14692_S87_E1-50",-7.53059128513953,-35.5169791442668
"163","LS-14692_S88_E1-50",-1.23375186634401,-29.4251075801204
