original_columns	original_values	BICCN_ontology_term_id	ontology_label	project_name	doi
sub_class	Astrocyte	ILX:0770141	Astrocyte (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	Chodl	ILX:0770152	Sst neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	Endothelial	ILX:0770142	Endothelial cell (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	L2/3	ILX:0770156	L2/3 IT neuron	tassic	https://doi.org/10.1038/nn.4216
sub_class	L2/3_Syt10	ILX:0770156	L2/3 IT neuron	tassic	https://doi.org/10.1038/nn.4216
sub_class	L4	ILX:0770174	L4/5 IT (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	L5	ILX:0770157	L5 IT neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	L5_Chrna6	ILX:0770157	L5 IT neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	L5a	ILX:0770157	L5 IT neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	L5a1	ILX:0770157	L5 IT neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	L5a2	ILX:0770157	L5 IT neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	L5b	ILX:0770157	L5 IT neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	L5b1	ILX:0770157	L5 IT neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	L5b2	ILX:0770157	L5 IT neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	L6a	ILX:0770158	L6 IT neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	L6a1	ILX:0770158	L6 IT neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	L6a2	ILX:0770158	L6 IT neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	L6b	ILX:0770163	L6b neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	Microglia	ILX:0770146	Microglia (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	Ndnf	Ndnf		tassic	https://doi.org/10.1038/nn.4216
sub_class	OPC	ILX:0770139	Oligodendrocyte progenitor cell (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	Oligodendrocyte	ILX:0770140	Oligodendrocyte (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	Pvalb	ILX:0770154	Pvalb neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	Sst	ILX:0770152	Sst neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	Sst_Cbln4	ILX:0770152	Sst neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	Sst_Chodl	ILX:0770152	Sst neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	Sst_Clstn2	ILX:0770152	Sst neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	Sst_Nmbr	ILX:0770152	Sst neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	Sst_Nr2f2	ILX:0770152	Sst neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	Th	ILX:0770152	Sst neuron (BICCN)	tassic	https://doi.org/10.1038/nn.4216
sub_class	Unknown	unknown		tassic	https://doi.org/10.1038/nn.4216
sub_class	Vip	ILX:0770151	Vip GABAergic neuron (BICCN 2020)	tassic	https://doi.org/10.1038/nn.4216
sub_class	nan	unknown		tassic	https://doi.org/10.1038/nn.4216
